Company Name,Category,Source,Headquarters,No of Employees,Annual Revenue (US$ m),Email,URL,Phone Number,Fax,Address,City,State,Country
GTx,Health,GlobalData,United States of America,21,,,www.gtxinc.com,1 901 2718622,1 901 8448075,"7th Floor, 175 Toyota Plaza",Memphis,Tennessee,United States of America
Guangdong By-Health Biotechnology,Health,GlobalData,China,"2,419",$658,,www.by-health.com.cn,86 20 38372403,86 20 38312692,"23F, East Tower, Twin Cities I, No. 263, Huasui Road",Guangzhou,Guangdong,China
Guangzhou Baiyunshan Pharmaceutical ,Health,GlobalData,China,"23,131","$6,385",,www.gybys.com.cn,86 20 66281011,86 20 66281229,Number 45 Shamian North Street,Guangzhou,Guangdong,China
Guangzhou Pharmaceutical ,Health,GlobalData,China,"23,131","$6,385",,www.gpc.com.cn,86 8620 66281011,86 8620 81216498,"No. 45 Shamian North Street, Liwan District",Guangzhou,Guangdong,China
Guerbet,Health,GlobalData,France,"2,850",$932,,www.guerbet.com,33 1 45915000,33 1 45915199,"15 rue des Vanesses, Zone Paris Nord II",Villepinte,Ile-de-France,France
Guizhou YiBai Pharmaceutical,Health,GlobalData,China,"7,011",$563,,www.gzcci.com,86 851 84705590,86 851 84704019,"No. 220-1, Baiyun Road",Guiyang,Guizhou,China
GW Pharmaceuticals,Health,GlobalData,United Kingdom,791,$11,info@gwpharm.com,www.gwpharm.com/,44 1223 266800,44 1223 235667,"Sovereign House, Vision Park",Cambridge,England,United Kingdom
Haisco Pharmaceutical,Health,GlobalData,China,"2,211",$518,haisco@haisco.com,www.haisco.com,86 893 7834865,,Zetang Hong Qu East,Shannan,Tibet,China
HalioDx,Health,JPM,,,,,,,,,,,
Halozyme Therapeutics,Health,GlobalData,United States of America,281,$152,info@halozyme.com,www.halozyme.com,1 858 7948889,1 302 6555049,11388 Sorrento Valley Road,San Diego,California,United States of America
Han Biopharma,Health,GlobalData,Sweden,57,$0,info@hansamedical.com,www.hansamedical.com,46 46 165670,46 46 127775,Scheelevagen 22,Lund,,Sweden
Handok,Health,GlobalData,South Korea,883,$406,,www.handok.co.kr,82 2 5275114,,132 Teheran-ro,Seoul City,,South Korea
Hanmi Pharmaceuticals,Health,GlobalData,South Korea,"2,095",$924,,www.hanmipharm.com,82 2 4109114,,"14, Wiryeseong-daero",Songpa-gu,,South Korea
Hanwha Chemical,Health,GlobalData,South Korea,"2,417","$8,228",,hcc.hanwha.co.kr,82 2 7292700,82 2 7292999,"Hanwha Building, 86 Cheonggyecheon-ro",Seoul City,,South Korea
Harbin Gloria Pharmaceuticals,Health,GlobalData,China,"2,427",$829,public@gloria.cc,www.gloria.cc,86 451 57351368,86 451 57351991,"No. 29, Beijing Road, Limin Economic and Technological Development Zone",Harbin,Beijing,China
Harbin Pharmaceutical,Health,GlobalData,China,"15,396","$1,635",Master@hayao.com,www.hayao.com,86 45151961111,,"No.7 , Qunli Avenue, Daoli District",Harbin,Heilongjiang,China
Harpoon Therapeutics,Health,GlobalData,United States of America,45,$5,info@harpoontx.com,www.harpoontx.com,1 650 4437400,1 302 6365454,"Suite 250, 4000 Shoreline Court",South San Francisco,California,United States of America
Harvard Bioscience,Health,GlobalData,United States of America,519,$121,info@harvardbioscience.com,www.harvardbioscience.com,1 508 8938999,1 508 4295732,"Suite 10, 84 October Hill Road",Holliston,Massachusetts,United States of America
Hcell ,Health,JPM,,,,,,,,,,,
HEALIOS KK,Health,GlobalData,Japan,93,,,www.healios.com,81 3 57778308,81 3 35448760,"15th Floor, World Trade Center Bldg.",Minato-ku,Tokyo,Japan
Health and Happiness International Holdings,Health,GlobalData,Hong Kong,"2,800","$1,532",info.group@hh.global,www.hh.global,86 800 8301055,,"Suites 4007-09, 40th Floor, One Island East, Taikoo Place,",Quarry Bay,,Hong Kong
Healthcare Entrepreneur,Health,JPM,,,,,,,,,,,
Heat Biologics,Health,GlobalData,United States of America,30,$6,info@heatbio.com,www.heatbio.com,1 919 2407133,1 302 6365454,"Suite 12, 801 Capitola Drive",Durham,North Carolina,United States of America
Hebei Changshan Biochemical Pharmaceutical,Health,GlobalData,China,938,$250,changshan@heparin.cn,www.heparin.cn,86 311 89190160,86 311 89190160,"No. 9, FuQiang Road",ZhengDing,Hebei,China
Heidelberg Pharma,Health,GlobalData,Germany,60,$4,info@hdpharma.com,www.heidelberg-pharma.com,49 6203 10090,49 6203 100919,Schriesheimer Strasse 101,Munich,Baden-Wurttemberg,Germany
Heilongjiang ZBD Pharmaceutical,Health,GlobalData,China,"2,980",$465,,www.zbdzy.com,86 467 5854656,86 467 5835974,"Hulin City, Heilongjiang Province Hongxing Street 72",Hulin City,,China
Hepatx Corporation,Health,JPM,,,,,,,,,,,
Heritage Pharmaceuticals,Health,JPM,,,,,,,,,,,
Heron Therapeutics,Health,GlobalData,United States of America,198,$77,info@herontx.com,www.herontx.com,1 858 2514400,,"Suite 200, 4242 Campus Point Court",San Diego,California,United States of America
HIGHTIDE BIOPHARMACEUTICAL,Health,JPM,,,,,,,,,,,
Hikma Pharmaceuticals,Health,GlobalData,United Kingdom,"8,413","$2,076",,www.hikma.com,44 20 73992760,44 20 73992761,1 New Burlington Place,London,Greater London,United Kingdom
Hillstream BioPharma,Health,JPM,,,,,,,,,,,
Hinge Bio,Health,JPM,,,,,,,,,,,
Histogenics,Health,GlobalData,United States of America,49,,,www.histogenics.com,1 781 4577900,1 302 6555049,"3rd Floor, 830 Winter Street",Waltham,Massachusetts,United States of America
Hisun Pharmaceuticals,Health,JPM,,,,,,,,,,,
HitGen ,Health,JPM,,,,,,,,,,,
Hologic,Health,GlobalData,United States of America,"6,252","$3,218",info@hologic.com,www.hologic.com,1 508 2632900,1 302 6365454,250 Campus Dr,MARLBOROUGH,Massachusetts,United States of America
Homology Medicines,Health,GlobalData,United States of America,149,$4,info@homologymedicines.com,www.homologymedicines.com,1 857 3051825,1 302 6555049,1 Patriots Park,Bedford,Massachusetts,United States of America
Hookipa Pharma,Health,GlobalData,United States of America,60,$8,office@hookipapharma.com,www.hookipapharma.com/,,1 302 6365454,"430 E 29th St Fl 14, New York City",NEW YORK,New York,United States of America
Horizon Discovery Group,Health,GlobalData,United Kingdom,288,$78,info@horizondiscovery.com,www.horizondiscovery.com,44 1223 976000,44 1223 655581,8100 Cambridge Research Park,Cambridge,Cambridgeshire,United Kingdom
Horizon Pharma,Health,GlobalData,Ireland,300,"$1,208",,www.horizonpharma.com,353 1 7722100,,"Connaught House, 1st Floor, 1 Burlington Road",Dublin,Leinster,Ireland
HS Pharma ,Health,JPM,,,,,,,,,,,
HTG Molecular Dinostics,Health,GlobalData,United States of America,107,$22,info@htgmolecular.com,www.htgmolecular.com,1 520 5472827,1 520 5472837,3430 East Global Loop,Tucson,Arizona,United States of America
Hua Medicine Shanghai,Health,GlobalData,China,115,,BD@huamedicine.com,www.huamedicine.com,86 21 58869997,86 21 58866110,"No.275 Ai Di Sheng Road, Zhangjiang Hi-Tech Park",Pudong,Shanghai,China
Huadong Medicine,Health,GlobalData,China,"10,944","$4,636",support@eastchinapharm.com,www.eastchinapharm.com,86 571 89903388,86 571 89903366,No.866 Mogan Mountain Road,Hangzhou,Zhejiang,China
Hualan Biological Engineering,Health,GlobalData,China,"2,144",$486,hualan@hualanbio.com,english.hualanbio.com,86 373 3559991,,"Jia No. 1, Hualan Avenue",Xinxiang,Henan,China
Humanigen,Health,JPM,,,,,,,,,,,
Humanwell Healthcare,Health,GlobalData,China,"15,137","$2,817",,www.humanwell.com.cn,86 27 87173710,86 27 87596393,"666 Gaoxin Road, East Lake High-tech Development Zone",Wuhan,Hubei,China
HuMurine Technologies,Health,JPM,,,,,,,,,,,
Huons Global,Health,GlobalData,South Korea,541,$344,,www.huonsglobal.com,82 2 8544700,82 2 64550740,"901, C Dong, Pangyo Innovalley, 621, Sampyeong-Dong, Bundang-G",Seongnam,,South Korea
Hutchison China MediTech,Health,GlobalData,Hong Kong,563,$214,info@chi-med.com,www.chi-med.com,852 2121 8200,852 2121 8281,"Level 18, The Metropolis Tower, 10 Metropolis Drive",Kowloon,,Hong Kong
HUYA Bioscience International,Health,JPM,,,,,,,,,,,
Hybio Pharmaceutical,Health,GlobalData,China,927,$184,,www.hybio.com.cn,86 755 26588000,86 755 26588022,"Hybio Medicine Park, No. 37, Keji C.2nd, HI-tech Industrial Park",Shenzhen,Guangdong,China
Hybrigenics ,Health,JPM,,,,,,,,,,,
Hypera,Health,GlobalData,Brazil,"8,787","$1,020",,www.hyperapharma.com.br,55 11 36274200,55 11 36274371,"Av. Magalhaes de Castro, 4800 - 24 andar, Edificio Continental Tower",Sao Paulo,Sao Paulo,Brazil
Hyundai Pharmaceutical,Health,GlobalData,South Korea,409,$122,,www.hyundaipharm.co.kr,,,"Hyundai Pharma Building, Bonegeunsa Street 135",Seoul City,,South Korea
Ichor Medical Systems ,Health,JPM,,,,,,,,,,,
ICU Medical,Health,GlobalData,United States of America,"8,100","$1,400",customerservice@icumed.com,www.icumed.com,1 949 3662183,1 949 3668368,951 Calle Amanecer,San Clemente,California,United States of America
Idera Pharmaceuticals,Health,GlobalData,United States of America,36,$1,info@iderapharma.com,www.iderapharma.com,1 484 3481600,,"Suite 212, 505 Eagleview Boulevard",Exton,Pennsylvania,United States of America
Idexx Laboratories,Health,GlobalData,United States of America,"8,377","$2,213",,www.idexx.com,1 207 5560300,1 207 5564346,One Idexx Drive,Westbrook,Maine,United States of America
Idorsia Pharmaceutical,Health,GlobalData,Switzerland,636,$62,,www.idorsia.com,41 58 8440000,,Hegenheimermattweg 91,Allschwil,Basel-Landschaft,Switzerland
Ientiva,Health,GlobalData,France,107,$4,info@inventivapharma.com,www.inventivapharma.com,33 3 80447500,,50 rue de Dijon,Daix,Bourgogne,France
Iitae,Health,GlobalData,United States of America,884,$148,,www.invitae.com,1 415 3747782,1 415 2764164,1400 16th Street,San Francisco,California,United States of America
Ildong Pharmaceutical,Health,JPM,,,,,,,,,,,
Illustris Pharmaceuticals ,Health,JPM,,,,,,,,,,,
Ilyang Pharmaceutical,Health,GlobalData,South Korea,636,$273,,www.ilyang.co.kr,82 31 2817851,82 31 2848141,110 Hagal-ro,Yongin,,South Korea
Imagion Biosystems,Health,JPM,,,,,,,,,,,
IMCYSE,Health,JPM,,,,,,,,,,,
Immix Biopharma,Health,JPM,,,,,,,,,,,
Immune Design,Health,GlobalData,United States of America,48,$2,info@immunedesign.com,www.immunedesign.com,1 206 6820645,1 206 6820648,"Suite 310, 1616 Eastlake Avenue East",Seattle,Washington,United States of America
ImmuneOncia Therapeutics ,Health,JPM,,,,,,,,,,,
IMMUNETHEP,Health,JPM,,,,,,,,,,,
ImmunGene ,Health,JPM,,,,,,,,,,,
Immunic,Health,GlobalData,United States of America,10,,,www.immunic-therapeutics.com,1 858 6736840,1 302 6555049,15222-B Avenue of Science,San Diego,California,United States of America
Immunicum,Health,JPM,,,,,,,,,,,
Immuno Research ,Health,JPM,,,,,,,,,,,
Immuno-Biological Loratories,Health,GlobalData,Japan,57,$7,,www.ibl-japan.co.jp,81 27 4222889,81 27 4236055,1091-1 Naka Aza-Higashida,Fujioka,Gunma,Japan
ImmunoBiochem Corporation,Health,JPM,,,,,,,,,,,
ImmunoCellular Therapeutics,Health,GlobalData,United States of America,4,,info@imuc.com,www.imuc.com,1 818 2642300,1 818 2245287,"Suite 140, 30721 Russell Ranch Road",Westlake Village,California,United States of America
ImmunoGen,Health,GlobalData,United States of America,296,$53,info@immunogen.com,www.immunogen.com,1 781 8950600,,830 Winter Street,Waltham,Massachusetts,United States of America
Immunomedics,Health,GlobalData,United States of America,346,$2,contact@immunomedics.com,www.immunomedics.com,1 973 6058200,1 973 6058282,300 the American Road,Morris Plains,New Jersey,United States of America
Immunomic Therapeutics ,Health,JPM,,,,,,,,,,,
Immunovaccine ,Health,JPM,,,,,,,,,,,
Immusoft Corporation,Health,JPM,,,,,,,,,,,
Impetis Biosciences,Health,JPM,,,,,,,,,,,
Imstem Biotechnology,Health,JPM,,,,,,,,,,,
Indee Labs,Health,JPM,,,,,,,,,,,
Indivior,Health,GlobalData,United Kingdom,"1,024","$1,005",,indivior.com,44 1753 217800,,103-105 Bath Road,Slough,Berkshire,United Kingdom
InfiniteBio,Health,JPM,,,,,,,,,,,
Infinity Pharmaceuticals,Health,GlobalData,United States of America,25,$22,info@infi.com,www.infi.com,1 617 4531000,1 617 4531001,784 Memorial Drive,Cambridge,Massachusetts,United States of America
InflaRx,Health,GlobalData,Germany,38,,info@inflarx.de,www.inflarx.de,49 3641 508180,49 3641 508181,Winzerlaer Strasse 2,Jena,Thuringen,Germany
InGeneron,Health,JPM,,,,,,,,,,,
InMed Pharmaceuticals,Health,JPM,,,,,,,,,,,
Inmunotek,Health,JPM,,,,,,,,,,,
Innate Pharma,Health,GlobalData,France,194,$94,,www.innate-pharma.com,33 4 30303030,,"117, Avenue de Luminy",Marseille,Provence - Alpes- Cote d'Azur,France
Innovate Biopharmaceuticals ,Health,JPM,,,,,,,,,,,
Innovation Pharmaceuticals,Health,GlobalData,United States of America,8,,,www.ipharminc.com,1 978 9214125,1 978 9216564,"Suite 151-B, 100 Cummings Center",Beverly,Massachusetts,United States of America
Innovative Cellular Therapeutics,Health,JPM,,,,,,,,,,,
Innovative Med Concepts,Health,JPM,,,,,,,,,,,
Innovent Biologics,Health,GlobalData,China,959,$1,info@innoventbio.com,innoventbio.com,,,"168, Dongping Street, Suzhou Industrial Park",Suzhou,Jiangsu,China
Inotek Pharmaceuticals,Health,GlobalData,United States of America,40,,info@inotekpharma.com,www.inotekpharma.com,1 781 6762100,,"2nd Floor, 91 Hartwell Avenue",Lexington,Massachusetts,United States of America
Inova Diagnostics,Health,GlobalData,,,,,,,,,,,
Inovalon Holdings,Health,GlobalData,United States of America,"2,104",$528,,www.inovalon.com,1 301 8094000,1 301 8098060,4321 Collington Road,BOWIE,Maryland,United States of America
Inovio Pharmaceuticals,Health,GlobalData,United States of America,281,$30,,www.inovio.com,1 267 4404200,1 267 4404242,"Suite 110, 660 W. Germantown Pike",Plymouth Meeting,California,United States of America
Inserm Transfert,Health,GlobalData,,,,,,,,,,,
Insmed,Health,GlobalData,United States of America,373,$10,,www.insmed.com,1 908 9779900,,"10 Finderne Ave, Building 10",Somerset County,New Jersey,United States of America
Insphero ,Health,JPM,,,,,,,,,,,
Insulet,Health,GlobalData,United States of America,"1,169",$564,,www.myomnipod.com,1 978 6007000,1 978 6000120,100 Nagog Park,ACTON,Massachusetts,United States of America
Insys Therapeutics,Health,GlobalData,United States of America,226,$82,,www.insysrx.com,1 480 5003127,,"Suite 100, 1333 South Spectrum Blvd",Chandler,Arizona,United States of America
Intec Pharma,Health,GlobalData,Israel,70,,info@intecpharma.com,www.intecpharma.com,972 2 5864657,972 2 5869176,"P.O. Box 45219, 12 Hartom street (RMPE building)",Jerusalem,Jerusalem,Israel
Integra LifeSciences,Health,GlobalData,United States of America,"4,500","$1,472",,www.integralife.com,1 609 2750500,1 609 7504277,311 Enterprise Drive,Plainsboro,New Jersey,United States of America
Integral Molecular,Health,JPM,,,,,,,,,,,
Intelgenx Corp,Health,JPM,,,,,,,,,,,
Intellia Therapeutics,Health,GlobalData,United States of America,211,$30,,www.intelliatx.com,1 857 2856200,,"Suite 130, 40 Erie Street",Cambridge,Massachusetts,United States of America
Intellipharmaceutics,Health,GlobalData,Canada,52,$2,,www.intellipharmaceutics.com,1 416 7983001,1 416 7983007,30 Worcester Rd,ETOBICOKE,Ontario,Canada
Intercept Pharmaceuticals,Health,GlobalData,United States of America,330,$180,info@interceptpharma.com,www.interceptpharma.com,1 646 7471000,,"37th Floor , 10 Hudson Yards",New York,New York,United States of America
Intersect ENT,Health,GlobalData,United States of America,393,$108,info@intersectENT.com,www.intersectent.com,1 650 6412100,,1555 Adams Drive,Menlo Park,California,United States of America
Inteum,Health,GlobalData,,,,,,,,,,,
Intra-Cellular Therapies,Health,GlobalData,United States of America,73,,info@intracellulartherapies.com,www.intracellulartherapies.com,1 646 4409333,1 646 4409334,"Suite 900
 
 , 430 East 29th Street",New York,New York,United States of America
Intrexon,Health,GlobalData,United States of America,882,$161,,www.dna.com,1 301 5569809,,"Suite 1400, 1750 Kraft Drive",Blacksburg,Virginia,United States of America
Intrommune Therapeutics,Health,JPM,,,,,,,,,,,
Intron Biotechnology ,Health,JPM,,,,,,,,,,,
Intuitive Surgical,Health,GlobalData,United States of America,"5,527","$3,724",,www.intuitive.com,1 408 5232100,1 408 5231390,1020 Kifer Road,Sunnyvale,California,United States of America
InvivoSciences ,Health,JPM,,,,,,,,,,,
IO Biotech,Health,JPM,,,,,,,,,,,
Ion Beam Applications,Health,GlobalData,Belgium,"1,409",$246,info-worldwide@iba-group.com,www.iba-worldwide.com,32 10 475811,32 10 475810,Chemin du Cyclotron 3,Louvain-La-Neuve,Brabant Flamand,Belgium
Ionis Pharmaceuticals,Health,GlobalData,United States of America,737,$600,,www.ionispharma.com,1 760 9319200,1 302 6555049,2855 Gazelle Court,Carlsbad,California,United States of America
ios Pharmaceuticals,Health,GlobalData,United States of America,482,$94,medinfo@agios.com,www.agios.com,1 617 6498600,1 617 3440070,88 Sidney Street,Cambridge,Massachusetts,United States of America
Iovance Biotherapeutics,Health,GlobalData,United States of America,88,,,www.iovance.com,1 650 2607120,1 302 7301370,"Suite 150, 999 Skyway Road",San Carlos,California,United States of America
Ipsen,Health,GlobalData,France,"5,723","$2,771",contact.web@ipsen.com,www.ipsen.com,33 1 58335000,33 1 58335001,"65, quai Georges Gorse, Boulogne-Billancourt",Paris,Ile-de-France,France
IQVIA,Health,JPM,,,,,,,,,,,
iRhythm Technologies,Health,GlobalData,United States of America,748,$147,info@irhythmtech.com,www.irhythmtech.com,1 415 6325700,1 302 6555049,"Suite 500, 650 Townsend Street",San Francisco,California,United States of America
Ironwood Pharmaceuticals,Health,GlobalData,United States of America,515,$347,info@ironwoodpharma.com,www.ironwoodpharma.com,1 617 6217722,1 617 4940480,301 Binney Street,Cambridge,Massachusetts,United States of America
Ishihara Sangyo Kaisha,Health,GlobalData,Japan,"1,578",$974,,www.iskweb.co.jp,81 6 64441451,81 6 64457798,"1-3-15 Edobori, Nishi-ku",Osaka-shi,Osaka,Japan
ISOThrive ,Health,JPM,,,,,,,,,,,
Issar Pharmaceuticals ,Health,JPM,,,,,,,,,,,
Isu Abxis,Health,JPM,,,,,,,,,,,
Iterum Therapeutics,Health,GlobalData,Ireland,48,$1,,www.iterumtx.com,353 1 9038920,,"Block 2 Floor 3, Harcourt Centre, Harcourt Street",Dublin,,Ireland
ITO EN,Health,GlobalData,Japan,"8,266","$4,463",csr@itoen.co.jp,www.itoen.co.jp,81 3 53717213,81 3 53717196,47-10 Honmachi 3-chome,Shibuya-ku,Tokyo,Japan
Ivax,Health,GlobalData,France,25,,info@abivax.com,www.abivax.com,33 1 53830841,,"5, Rue de la Baume",Paris,Ile-de-France,France
iVeena delivery Systems ,Health,JPM,,,,,,,,,,,
IVERIC bio,Health,GlobalData,United States of America,35,,,www.ophthotech.com,1 212 8458200,1 302 6555049,"Suite 3520, One Penn Plaza",New York,New York,United States of America
Jazz Pharmaceuticals,Health,GlobalData,Ireland,"1,360","$1,891",,www.jazzpharmaceuticals.com,353 1 6347800,353 1 6347850,"5th Floor, Waterloo Exchange, Waterloo Road",Dublin,Leinster,Ireland
Jiangsu Hengrui Medicine,Health,GlobalData,China,"21,016","$2,633",hrs@hrs.com.cn,www.hrs.com.cn,86 400 8283900,86 518 85453845,"No. 7, Kunlun Mountain Road",Lianyungang,Jiangsu,China
